rollout/n_episodes,reward/success_reward,rollout/workspace_violation_rate,train/actor_loss,reward/detour_penalty,rollout/all_expected_path_length_mean,reward/workspace_penalty,rollout/collision_rate,rollout/all_actual_path_length_mean,reward/action_norm_penalty,time/time_elapsed,train/critic_loss,reward/smoothness_penalty,time/total_timesteps,train/learning_rate,reward/distance_penalty,rollout/success_rate,reward/path_efficiency_bonus,reward/path_length_penalty,reward/backtrack_penalty,train/n_updates,reward/progress_reward,reward/direction_penalty,time/fps,time/episodes,rollout/ep_len_mean,rollout/reward_steps,rollout/max_steps_rate,rollout/action_norm_mean,reward/step_penalty,reward/collision_penalty,rollout/ep_rew_mean,rollout/distance_improvement_mean,rollout/success_expected_path_length_mean,rollout/success_actual_path_length_mean,rollout/success_path_efficiency_percent_mean
280,0.7914955623261359,0.017857142857142856,-54.47303771972656,0.0,0.3319565897674433,-0.016558484567492385,0.0,0.538371943248889,0.0,499,10.405632019042969,0.0,364056,0.0003,-1.0405026440748495,0.96,0.0,0.0,0.0,29504,0.0,0.0,729,3600,83.29,392548,0.12857142857142856,0.499218926662103,0.0,0.0,35.73325234,0.3007240906158196,0.3285020213246844,0.3967778508453513,86.86881754216645
285,0.8013662637940094,0.017543859649122806,-55.09889221191406,0.0,0.33196838598763734,-0.016421439831844457,0.0,0.5374627761337538,0.0,502,2.019684076309204,0.0,366528,0.0003,-1.040961657097689,1.0,0.0,0.0,0.0,29710,0.0,0.0,728,3650,35.44,395824,0.12631578947368421,0.5030770304509002,0.0,0.0,50.101197709999994,0.3008878311501783,0.32858659003357416,0.39861743213307327,86.58125291503553
,,,-60.6845588684082,,,,,,,506,7.684490203857422,,369444,0.0003,,1.0,,,,29953,,,728,3700,42.15,,,,,,49.24935692,,,,
,,,-54.70249938964844,,,,,,,512,4.639910697937012,,372708,0.0003,,0.97,,,,30225,,,727,3750,56.75,,,,,,45.41106951,,,,
290,0.7972994695386594,0.017241379310344827,-60.73217010498047,0.0,0.33215224864924775,-0.016074586079408454,0.0,0.5417334376389746,0.0,516,3.544027328491211,0.0,376092,0.0003,-1.0315797780936093,0.96,0.0,0.0,0.0,30507,0.0,0.0,727,3800,69.28,404365,0.12758620689655173,0.5050721749691797,0.0,0.0,35.29037128,0.3011789490982633,0.32859548526786025,0.3985808281635869,86.55123870438194
295,0.8064002039905654,0.01694915254237288,-63.679443359375,0.0,0.33341194940573077,-0.015936762924714732,0.0,0.5406452696826665,0.0,518,1.9842133522033691,0.0,377628,0.0003,-1.0366533370750894,0.99,0.0,0.0,0.0,30635,0.0,0.0,727,3850,61.65,407862,0.12542372881355932,0.5083520039075076,0.0,0.0,37.438441469999994,0.30257091585041607,0.33013459807445883,0.4001411186784723,86.57813755763861
300,0.8184759850263308,0.016666666666666666,-63.000038146972656,0.0,0.33302165775249404,-0.015861937694308735,0.0,0.5374097778633586,0.0,522,1.9945993423461914,0.0,379812,0.0003,-1.0396964142591718,1.0,0.0,0.0,0.0,30817,0.0,0.0,727,3900,45.09,409786,0.12333333333333334,0.5114616348674542,0.0,0.0,50.56661046,0.30234628249891105,0.3297442851313787,0.3991018675514515,86.6287176533842
305,0.8293652045031692,0.01639344262295082,-58.825931549072266,0.0,0.33337560715001135,-0.01576739932515531,0.0,0.5352031195113535,0.0,524,4.155609130859375,0.0,381336,0.0003,-1.0433781264003674,1.0,0.0,0.0,0.0,30944,0.0,0.0,727,3950,38.08,412243,0.12131147540983607,0.5147644497801838,0.0,0.0,56.31057842,0.3028330966311156,0.3302170662315626,0.3991722430426985,86.64586376561039
,,,-64.92642211914062,,,,,,,525,4.898002624511719,,382776,0.0003,,1.0,,,,31064,,,727,4000,32.76,,,,,,57.68607187,,,,
310,0.8383383383383384,0.016129032258064516,-65.3017807006836,0.0,0.33585777118081045,-0.015640640640640642,0.0,0.5354177232085814,0.0,528,5.763920783996582,0.0,384432,0.0003,-1.0520618165583848,1.0,0.0,0.0,0.0,31202,0.0,0.0,726,4050,29.83,415584,0.11935483870967742,0.5192051346984535,0.0,0.0,52.769914369999995,0.3054531273206756,0.33314715412014456,0.4019583681489818,86.67805637978047
315,0.8496203161956928,0.015873015873015872,-60.18586349487305,0.0,0.336051999611987,-0.015560811651935765,0.0,0.5331952389600846,0.0,530,2.5066516399383545,0.0,385776,0.0003,-1.0567551773291852,1.0,0.0,0.0,0.0,31314,0.0,0.0,726,4100,29.59,417716,0.11746031746031746,0.5227079035700327,0.0,0.0,51.61752267999999,0.3058014926530184,0.3334209088495363,0.4018382737790972,86.70507670837098
320,0.8610809973671983,0.015625,-54.03825378417969,0.0,0.3358636623597704,-0.015487068297971194,0.0,0.5306807757141996,0.0,533,2.3233349323272705,0.0,387420,0.0003,-1.059679062638085,1.0,0.0,0.0,0.0,31451,0.0,0.0,726,4150,30.31,419705,0.115625,0.5259961330808701,0.0,0.0,48.72595504000001,0.30574916778714395,0.33325143954415115,0.4013064629417654,86.72354241254297
,,,-64.90556335449219,,,,,,,535,4.2895917892456055,,389160,0.0003,,1.0,,,,31596,,,726,4200,32.95,,,,,,43.53547858999998,,,,
325,0.8715737603942101,0.015384615384615385,-64.69096374511719,0.0,0.336871579598922,-0.015398829688943641,0.0,0.5293404183219312,0.0,537,2.110470771789551,0.0,390660,0.0003,-1.0662941273294957,1.0,0.0,0.0,0.0,31721,0.0,0.0,726,4250,31.1,422110,0.11384615384615385,0.5298295021134428,0.0,0.0,47.823568540000004,0.3069033424327007,0.3344550940204846,0.40205294849432704,86.78253155783212
330,0.883489784649365,0.015151515151515152,-61.962989807128906,0.0,0.3359304957656246,-0.015338364316829254,0.0,0.5263927978016771,0.0,539,3.729872703552246,0.0,392076,0.0003,-1.0679749029171592,1.0,0.0,0.0,0.0,31839,0.0,0.0,726,4300,29.43,423774,0.11212121212121212,0.5328843078976836,0.0,0.0,56.889637010000015,0.3060987877603056,0.333418721669457,0.40088531855493176,86.77881968322907
335,0.8944926120405422,0.014925373134328358,-67.5544662475586,0.0,0.33563205623137415,-0.015264379045060446,0.0,0.5240404803449646,0.0,541,2.6293768882751465,0.0,393528,0.0003,-1.0723427158108771,1.0,0.0,0.0,0.0,31960,0.0,0.0,726,4350,30.15,425828,0.11044776119402985,0.5359432298340451,0.0,0.0,54.82614414,0.3059589282303715,0.3331203654459312,0.4003375746922527,86.797245524864
340,0.9064638783269962,0.014705882352941176,-62.357479095458984,0.0,0.3345548660549171,-0.015209125475285171,0.0,0.5205320600644079,0.0,543,2.775808811187744,0.0,394980,0.0003,-1.0730306985553624,1.0,0.0,0.0,0.0,32081,0.0,0.0,726,4400,28.83,427375,0.10882352941176471,0.5383449548500318,0.0,0.0,54.67922419999999,0.3050320374464397,0.3319334989826151,0.398410231178408,86.89279457888149
345,0.9179036655558922,0.014492753623188406,-64.71837615966797,0.0,0.3337497932863408,-0.015146925174189639,0.0,0.5175243640755071,0.0,546,1.9102754592895508,0.0,396348,0.0003,-1.075466343716802,1.0,0.0,0.0,0.0,32195,0.0,0.0,725,4450,27.65,429130,0.1072463768115942,0.5408843051322099,0.0,0.0,59.890698410000006,0.30435674966690873,0.3310600888512709,0.39700083853239876,86.93113830361453
,,,-65.5345458984375,,,,,,,548,1.095322847366333,,397812,0.0003,,1.0,,,,32317,,,725,4500,28.84,,,,,,56.38796856,,,,
350,0.9286058851905451,0.014285714285714285,-63.94456481933594,0.0,0.3337045788445643,-0.015074770863482875,0.0,0.5159738123501302,0.0,551,1.7967159748077393,0.0,400344,0.0003,-1.079454517956527,1.0,0.0,0.0,0.0,32528,0.0,0.0,725,4550,28.19,431184,0.10571428571428572,0.5444731002311597,0.0,0.0,56.397330190000005,0.30444012354593725,0.3310523728368344,0.39719539867471576,86.89430768683985
355,0.9298318578812905,0.014084507042253521,-70.61335754394531,0.0,0.3337205439491171,-0.01485354405561167,0.0,0.5169487607552634,0.0,556,1.0495469570159912,0.0,403944,0.0003,-1.0736891463394425,1.0,0.0,0.0,0.0,32828,0.0,0.0,725,4600,61.71,437606,0.10422535211267606,0.5451750154250787,0.0,0.0,52.12684677,0.3045592947869601,0.33111284773189803,0.4001985895763112,86.82081590193674
,,,-63.69500732421875,,,,,,,560,2.3028764724731445,,406092,0.0003,,1.0,,,,33007,,,725,4650,64.0,,,,,,49.710441190000004,,,,
,,,-64.54064178466797,,,,,,,562,2.4595375061035156,,407508,0.0003,,1.0,,,,33125,,,725,4700,35.3,,,,,,51.43009456,,,,
360,0.9363681870380731,0.013888888888888888,-68.45609283447266,0.0,0.33448327164062197,-0.01472277023644769,0.0,0.5169921148968165,0.0,564,2.531970262527466,0.0,409200,0.0003,-1.0755126138187527,1.0,0.0,0.0,0.0,33266,0.0,0.0,725,4750,36.64,441493,0.10277777777777777,0.548032051568887,0.0,0.0,51.963660309999995,0.30541278055881976,0.3320173145558849,0.40208336425195235,86.66013237079663
365,0.9471585244267199,0.0136986301369863,-64.33965301513672,0.0,0.33328727290850796,-0.014661896662952319,0.0,0.5141595778205792,0.0,567,3.2578415870666504,0.0,410784,0.0003,-1.0758867184020466,1.0,0.0,0.0,0.0,33398,0.0,0.0,724,4800,32.8,443326,0.10136986301369863,0.5503144965264823,0.0,0.0,53.42804598,0.3043146298362631,0.33070397167106164,0.40066128289095454,86.62083521645647
370,0.958055847645753,0.013513513513513514,-63.31399917602539,0.0,0.3328183703627941,-0.014604509872648674,0.0,0.5118234316312246,0.0,570,3.049807071685791,0.0,412728,0.0003,-1.0773453169353326,1.0,0.0,0.0,0.0,33560,0.0,0.0,723,4850,31.94,445068,0.1,0.5531448575298811,0.0,0.0,49.29734971999999,0.30393555267600697,0.3302144063182357,0.3997561529659146,86.63532743496826
375,0.9646861148932472,0.013333333333333334,-66.21769714355469,0.0,0.3321237561305364,-0.014484776499898606,0.0,0.5102460853769056,0.0,572,1.6905449628829956,0.0,414504,0.0003,-1.0762932734330057,1.0,0.0,0.0,0.0,33708,0.0,0.0,723,4900,37.78,448747,0.09866666666666667,0.5543100489046755,0.0,0.0,49.271949019999994,0.3033485685680062,0.3294712816429389,0.39966255401083034,86.55880156558189
380,0.9736425176436699,0.013157894736842105,-69.14840698242188,0.0,0.33240443351433463,-0.01440299582313121,0.0,0.5090134334857315,0.0,575,2.3467025756835938,0.0,417060,0.0003,-1.0787929439692927,1.0,0.0,0.0,0.0,33921,0.0,0.0,724,4950,46.62,451295,0.09736842105263158,0.5571802060657166,0.0,0.0,46.44915527,0.30373757150342784,0.32982607388637475,0.39991258341374225,86.43367793704313
,,,-69.97982025146484,,,,,,,577,1.5253527164459229,,418560,0.0003,,1.0,,,,34046,,,724,5000,39.71,,,,,,48.61677638000001,,,,
385,0.9829770161059208,0.012987012987012988,-69.40690612792969,0.0,0.33296196028203157,-0.014329111021952197,0.0,0.5084013363197915,0.0,579,2.8655850887298584,0.0,420180,0.0003,-1.0836540747434382,1.0,0.0,0.0,0.0,34181,0.0,0.0,724,5050,30.84,453622,0.09610389610389611,0.5609403287579867,0.0,0.0,51.3107074,0.30441421559564286,0.33048945465518853,0.4008159269748881,86.39139761939418
390,0.9926407667294198,0.01282051282051282,-62.90684127807617,0.0,0.3322881663743502,-0.014262079981744537,0.0,0.5063008552828717,0.0,581,1.6935895681381226,0.0,421608,0.0003,-1.084900037796354,1.0,0.0,0.0,0.0,34300,0.0,0.0,724,5100,30.99,455754,0.09487179487179487,0.5632304678433915,0.0,0.0,48.9831349,0.3038256043007072,0.3297698652992646,0.40000770698157145,86.34772221204692
395,1.0014752610077167,0.012658227848101266,-69.96849060058594,0.0,0.3334993159752103,-0.014185201997276442,0.0,0.5060255380789086,0.0,583,2.4576919078826904,0.0,423084,0.0003,-1.0920799844224258,1.0,0.0,0.0,0.0,34423,0.0,0.0,724,5150,29.42,458224,0.09367088607594937,0.5670678944483117,0.0,0.0,51.596641500000004,0.3051231719730304,0.33116078767239543,0.4012052011627077,86.40516013295735
,,,-68.37501525878906,,,,,,,586,1.1447718143463135,,424620,0.0003,,1.0,,,,34551,,,724,5200,29.73,,,,,,53.00398792,,,,
400,1.010357576270708,0.0125,-68.88217163085938,0.0,0.33398705220781266,-0.014111139333389778,0.0,0.5052640714909284,0.0,588,2.7152414321899414,0.0,426108,0.0003,-1.09666384656988,1.0,0.0,0.0,0.0,34675,0.0,0.0,724,5250,30.09,460629,0.0925,0.5703881481176585,0.0,0.0,52.74406125999999,0.3056899072101805,0.33173840536668314,0.40181837169172707,86.35787554757142
405,1.0204081632653061,0.012345679012345678,-66.09507751464844,0.0,0.3338369639751352,-0.014055208860403666,0.0,0.5033391434302263,0.0,590,2.858659267425537,0.0,427620,0.0003,-1.099263809873263,1.0,0.0,0.0,0.0,34801,0.0,0.0,724,5300,29.73,462462,0.09135802469135802,0.5730374910013382,0.0,0.0,52.62846205000001,0.3056458443943641,0.33160192465035054,0.4010955965799134,86.45724996004003
410,1.0305525217732225,0.012195121951219513,-66.31867980957031,0.0,0.33362093867688647,-0.014002072306701393,0.0,0.5013927282271098,0.0,592,2.6945223808288574,0.0,429036,0.0003,-1.1014580134952419,1.0,0.0,0.0,0.0,34919,0.0,0.0,723,5350,29.46,464217,0.09024390243902439,0.5756840644240739,0.0,0.0,51.07606538000001,0.30552027699787443,0.33139161167301884,0.40031621478908125,86.55299913791625
,,,-66.34593200683594,,,,,,,598,2.272886037826538,,433656,0.0003,,1.0,,,,35304,,,723,5400,42.46,,,,,,48.95589722000002,,,,
415,1.027265216193886,0.012048192771084338,-66.14781188964844,0.0,0.33465824696313906,-0.013770311209033324,0.0,0.5042081315964895,0.0,602,40.142433166503906,0.0,436068,0.0003,-1.09647830349376,0.99,0.0,0.0,0.0,35505,0.0,0.0,723,5450,70.3,472030,0.0891566265060241,0.5762775507630538,0.0,0.0,41.199118440000014,0.3066261718431151,0.3325756051684992,0.40480354713621997,86.36854266152226
420,1.0362694300518134,0.011904761904761904,-71.84935760498047,0.0,0.334759098734884,-0.013707267593277957,0.0,0.5029359740468083,0.0,605,2.532200336456299,0.0,437808,0.0003,-1.100300637852253,0.99,0.0,0.0,0.0,35650,0.0,0.0,723,5500,57.83,474201,0.0880952380952381,0.5790857614694258,0.0,0.0,37.589668110000005,0.30680244064978546,0.3327152108645471,0.40470491420350896,86.40288453333164
425,1.0457337883959044,0.011764705882352941,-67.02147674560547,0.0,0.33472864755812815,-0.013651877133105802,0.0,0.5013074259215843,0.0,608,2.3900232315063477,0.0,439704,0.0003,-1.1020696152672298,1.0,0.0,0.0,0.0,35808,0.0,0.0,722,5550,33.31,476125,0.08705882352941176,0.5817219389993252,0.0,0.0,44.79756697,0.3068494242435212,0.33270810300352993,0.40418016837060106,86.45198721465736
,,,-63.13465881347656,,,,,,,611,2.6069977283477783,,441924,0.0003,,1.0,,,,35993,,,722,5600,35.27,,,,,,50.450238760000005,,,,
,,,-72.24359893798828,,,,,,,613,2.999189853668213,,443520,0.0003,,1.0,,,,36126,,,722,5650,41.11,,,,,,51.30555595999999,,,,
430,1.0488470791771416,0.011627906976744186,-66.55550384521484,0.0,0.33522846516828203,-0.013516070607952856,0.0,0.5020205855362461,0.0,616,2.4682600498199463,0.0,445116,0.0003,-1.1023821905782873,1.0,0.0,0.0,0.0,36259,0.0,0.0,722,5700,38.23,480909,0.08604651162790698,0.5835397399164661,0.0,0.0,47.72349262000001,0.3074255992923755,0.3332880625270845,0.4062221655924039,86.31752444039304
435,1.0581868117073696,0.011494252873563218,-69.03349304199219,0.0,0.334953499439804,-0.01346293653571717,0.0,0.5002193580117631,0.0,618,2.6170315742492676,0.0,446604,0.0003,-1.105532382476851,1.0,0.0,0.0,0.0,36383,0.0,0.0,722,5750,31.59,482807,0.08505747126436781,0.5858946793913088,0.0,0.0,47.27762385999999,0.30723115308370824,0.33300839820473854,0.40544724988392833,86.37227222861014
440,1.0670813448442276,0.011363636363636364,-67.62421417236328,0.0,0.3347916931760582,-0.01340554453321894,0.0,0.4986535714159717,0.0,621,1.7368696928024292,0.0,448368,0.0003,-1.107982132896091,1.0,0.0,0.0,0.0,36530,0.0,0.0,721,5800,32.34,484874,0.08409090909090909,0.5882556053930401,0.0,0.0,48.52069061000002,0.30717253550326196,0.3328539528532993,0.4049068339002373,86.40449445063433
445,1.076906632462188,0.011235955056179775,-65.69534301757812,0.0,0.33422166882606036,-0.013361124472235582,0.0,0.4965452437334513,0.0,624,3.3312222957611084,0.0,449904,0.0003,-1.1092421567665365,1.0,0.0,0.0,0.0,36658,0.0,0.0,720,5850,32.08,486486,0.08314606741573034,0.5904618614083788,0.0,0.0,50.06306437,0.3066664141513868,0.33224856294229366,0.403741890646781,86.4757409058426
450,1.0862330608876227,0.011111111111111112,-66.62390899658203,0.0,0.3337152960896492,-0.013311679667740476,0.0,0.49484826187431785,0.0,626,1.938350796699524,0.0,451320,0.0003,-1.1113963488324925,1.0,0.0,0.0,0.0,36776,0.0,0.0,720,5900,29.72,488293,0.08222222222222222,0.5928535507384558,0.0,0.0,53.818644760000005,0.306227933077866,0.33171424381982756,0.40300751547232827,86.50173825968955
455,1.0957232303937174,0.01098901098901099,-68.2898178100586,0.0,0.33313140528542656,-0.013265414411546217,0.0,0.49296250194576596,0.0,628,2.8767120838165283,0.0,452988,0.0003,-1.1124346424484954,1.0,0.0,0.0,0.0,36915,0.0,0.0,720,5950,30.47,489996,0.08131868131868132,0.5950810324830867,0.0,0.0,51.86492189,0.30572776159189724,0.3310952001041564,0.4020418567907758,86.51796547664699
,,,-63.99652862548828,,,,,,,631,2.595388412475586,,454776,0.0003,,1.0,,,,37064,,,720,6000,31.97,,,,,,50.04700657,,,,
460,1.1028150806004802,0.010869565217391304,-69.41426849365234,0.0,0.3341904229444006,-0.01319156794976651,0.0,0.49307976879806475,0.0,634,1.8666189908981323,0.0,456648,0.0003,-1.1179253317704574,1.0,0.0,0.0,0.0,37220,0.0,0.0,720,6050,36.44,492739,0.08043478260869565,0.5984135769424253,0.0,0.0,51.1768257,0.30686068390293614,0.33228498275734875,0.40325847396262365,86.50650346844216
465,1.1107901578214858,0.010752688172043012,-68.3390884399414,0.0,0.3338890945398679,-0.013129907302854443,0.0,0.49213283955859977,0.0,636,1.9916682243347168,0.0,457932,0.0003,-1.1188026462437737,1.0,0.0,0.0,0.0,37327,0.0,0.0,719,6100,33.83,495053,0.07956989247311828,0.6009342581664949,0.0,0.0,54.74039144999999,0.30661439237595406,0.3319762581541042,0.4032792408132761,86.44007204404667
475,1.131257184658794,0.010526315789473684,-73.1261978149414,0.0,0.3312527830036063,-0.01306301598913157,0.0,0.48681678992558247,0.0,638,1.4100111722946167,0.0,459372,0.0003,-1.1184498351432646,1.0,0.0,0.0,0.0,37447,0.0,0.0,719,6150,28.39,497588,0.07789473684210527,0.6041330852622467,0.0,0.0,56.27782335999999,0.3041429432760924,0.32912840684725286,0.3994995928035071,86.44677328565632
480,1.1410112798603693,0.010416666666666666,-68.02906036376953,0.0,0.33010667640094954,-0.013025242920780472,0.0,0.48446081023051496,0.0,640,2.5150556564331055,0.0,461004,0.0003,-1.118813082842249,1.0,0.0,0.0,0.0,37583,0.0,0.0,719,6200,30.21,499031,0.07708333333333334,0.6057811066979619,0.0,0.0,51.84424357999999,0.30305669854036144,0.32789665048082944,0.3979144689039134,86.45839160825913
485,1.1492165611704888,0.010309278350515464,-69.3417739868164,0.0,0.33000041028273475,-0.012970841548199647,0.0,0.48324412550142914,0.0,643,1.619147777557373,0.0,462732,0.0003,-1.1216978943947482,1.0,0.0,0.0,0.0,37727,0.0,0.0,719,6250,33.46,501124,0.07628865979381444,0.6080040609567527,0.0,0.0,42.69243812999999,0.30301487875631866,0.3278052533301893,0.3975592535834312,86.47034783191768
,,,-71.22721862792969,,,,,,,646,1.2912342548370361,,464304,0.0003,,1.0,,,,37858,,,718,6300,33.06,,,,,,46.213629469999994,,,,
490,1.1570247933884297,0.01020408163265306,-69.59770202636719,0.0,0.33019592360574374,-0.012913223140495868,0.0,0.48258107889652113,0.0,648,2.7506027221679688,0.0,465912,0.0003,-1.1245922127004144,1.0,0.0,0.0,0.0,37992,0.0,0.0,718,6350,31.62,503360,0.07551020408163266,0.6107043730521123,0.0,0.0,50.987955060000004,0.30328235427554395,0.32804359554679,0.3977903507333979,86.45750231168297
495,1.1630892472013967,0.010101010101010102,-66.53364562988281,0.0,0.3310630788405736,-0.012837629660059566,0.0,0.48283269189546857,0.0,650,3.978574275970459,0.0,467436,0.0003,-1.1306524300801373,1.0,0.0,0.0,0.0,38119,0.0,0.0,718,6400,31.91,506324,0.07474747474747474,0.613644313250734,0.0,0.0,48.50270951,0.3042162147618717,0.3290149056605551,0.39900117209166414,86.44161391766025
,,,-67.84247589111328,,,,,,,653,2.163404941558838,,469200,0.0003,,1.0,,,,38266,,,718,6450,32.59,,,,,,45.273175519999995,,,,
505,1.1809718148195383,0.009900990099009901,-68.91413879394531,0.0,0.3300741762808054,-0.012753475322025252,0.0,0.4795254700723517,0.0,655,3.1099891662597656,0.0,470640,0.0003,-1.133218387927616,1.0,0.0,0.0,0.0,38386,0.0,0.0,718,6500,31.57,509665,0.07326732673267326,0.6176772531467251,0.0,0.0,48.46119520000001,0.30336906294001836,0.327980534038778,0.397204559083811,86.47875318408245
510,1.1896591169068862,0.00980392156862745,-67.64600372314453,0.0,0.3297342235843341,-0.012710033300287247,0.0,0.47808258168969425,0.0,657,0.8828044533729553,0.0,472188,0.0003,-1.13516796862423,1.0,0.0,0.0,0.0,38515,0.0,0.0,718,6550,30.1,511407,0.07254901960784314,0.619797456481132,0.0,0.0,51.84193228,0.303106362959507,0.3276324407396536,0.3965116776303653,86.54067185149707
,,,-65.6536636352539,,,,,,,659,2.901482582092285,,473916,0.0003,,1.0,,,,38659,,,718,6600,32.03,,,,,,45.07947706,,,,
515,1.19752898880956,0.009708737864077669,-71.35269165039062,0.0,0.32976041007967827,-0.01265886880348372,0.0,0.4771830303357966,0.0,662,1.9860782623291016,0.0,475572,0.0003,-1.1376072879387877,1.0,0.0,0.0,0.0,38797,0.0,0.0,718,6650,33.76,513474,0.07184466019417475,0.6221815418448888,0.0,0.0,43.984983529999994,0.3032045028866404,0.32768317004055353,0.3963945223936621,86.55770794561387
520,1.206004793742904,0.009615384615384616,-70.2991714477539,0.0,0.32940646544671975,-0.012615112905260501,0.0,0.47570145366735234,0.0,664,2.0000267028808594,0.0,476928,0.0003,-1.1396703357823037,1.0,0.0,0.0,0.0,38910,0.0,0.0,717,6700,30.77,515255,0.07115384615384615,0.6241068770146175,0.0,0.0,52.75476564999999,0.30289723626315557,0.3273198541222631,0.39562783342320107,86.6132689991363
525,1.2143611404435057,0.009523809523809525,-66.05181884765625,0.0,0.32911253770192467,-0.012571026298587017,0.0,0.4744081174376853,0.0,667,3.970482349395752,0.0,478560,0.0003,-1.1411690258800344,1.0,0.0,0.0,0.0,39046,0.0,0.0,717,6750,29.83,517062,0.07047619047619047,0.6261986887954609,0.0,0.0,53.32376368999999,0.3026702337151039,0.32702196797444705,0.39505095263778817,86.64074497247351
530,1.2213129113797332,0.009433962264150943,-68.57846069335938,0.0,0.32952317218735533,-0.012513451960857923,0.0,0.4740706850597492,0.0,670,2.558938980102539,0.0,480372,0.0003,-1.1444305557628127,1.0,0.0,0.0,0.0,39197,0.0,0.0,716,6800,33.03,519441,0.06981132075471698,0.6288196510022965,0.0,0.0,44.828134119999994,0.30314779249261536,0.32748936372427423,0.39549756465355324,86.63757508670238
535,1.2273451503684525,0.009345794392523364,-69.005615234375,0.0,0.33077184262676773,-0.012447719577773351,0.0,0.4744883364352352,0.0,672,2.622049331665039,0.0,482172,0.0003,-1.1501932206837393,1.0,0.0,0.0,0.0,39347,0.0,0.0,716,6850,34.26,522184,0.0691588785046729,0.6319738719885836,0.0,0.0,40.43761083,0.3044354520205008,0.3288650386277246,0.3967476845073382,86.66671598596396
540,1.2352109531959223,0.009259259259259259,-67.61151123046875,0.0,0.3304032691788894,-0.01240171639754942,0.0,0.4733101100245592,0.0,675,1.626598834991455,0.0,483924,0.0003,-1.1513247394873694,1.0,0.0,0.0,0.0,39493,0.0,0.0,716,6900,36.37,524121,0.06851851851851852,0.6339446495399941,0.0,0.0,40.09990358,0.30412471269804947,0.3284845252906582,0.3962506182380098,86.59996698646745
545,1.2439718066031904,0.009174311926605505,-65.78074645996094,0.0,0.3295539032018513,-0.012365524916532707,0.0,0.4716506013397604,0.0,677,1.5686304569244385,0.0,485544,0.0003,-1.151496139824667,1.0,0.0,0.0,0.0,39628,0.0,0.0,716,6950,35.43,525655,0.06788990825688074,0.6357106039276722,0.0,0.0,48.66378032999999,0.30333002243733564,0.3275833110997146,0.39521854115196087,86.53202258293447
